,CAD Event Number,Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,Original Time Queued,Arrived Time,Precinct,Sector,Beat
3258762,2018000487234,REPORT WRITTEN (NO ARREST),ONVIEW,3,"MVC - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",--TRAFFIC - MV COLLISION INVESTIGATION,12/31/2018 09:51:35 PM,12/31/2018 09:51:35 PM,NORTH,LINCOLN,L3
828573,2012000432372,SERVICE OF DVPA ORDER,ONVIEW,3,ORDER  - SERVICE OF DV COURT ORDER,--DV - SERVICE OF COURT ORDER,12/19/2012 12:05:40 PM,12/19/2012 12:05:40 PM,WEST,QUEEN,Q3
1349126,2021000184005,ASSISTANCE RENDERED,911,1,HAZ - IMMINENT THRT TO PHYS SAFETY (NO HAZ MAT),--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,07/20/2021 12:52:08 AM,07/20/2021 01:05:50 AM,NORTH,JOHN,J2
2057292,2022000112434,ASSISTANCE RENDERED,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/05/2022 05:28:50 AM,05/05/2022 05:28:50 AM,WEST,MARY,M3
2960411,2013000399568,NO POLICE ACTION POSSIBLE OR NECESSARY,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),11/03/2013 02:44:50 PM,01/01/1900 12:00:00 AM,WEST,QUEEN,Q2
3850157,2020000262279,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",2,TRU - SHOPLIFT,--THEFT - SHOPLIFT,09/08/2020 08:04:19 PM,09/08/2020 08:04:46 PM,WEST,QUEEN,Q3
1321015,2017000246753,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/07/2017 07:10:02 PM,01/01/1900 12:00:00 AM,NORTH,BOY,B3
210373,2012000029229,ASSISTANCE RENDERED,911,2,TRESPASS,--MISCHIEF OR NUISANCE - GENERAL,01/30/2012 10:26:09 PM,01/30/2012 10:33:20 PM,WEST,DAVID,D2
2784565,2016000177696,ORAL WARNING GIVEN,ONVIEW,3,PEDESTRIAN VIOLATIONS,--TRAFFIC - PEDESTRIAN VIOLATION,05/21/2016 07:22:14 AM,05/21/2016 07:22:14 AM,WEST,MARY,M2
3525219,2019000118536,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",5,TRU - MVC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,04/03/2019 07:15:57 PM,04/03/2019 10:32:58 PM,EAST,CHARLIE,C2
2511818,2021000039608,PROBLEM SOLVING PROJECT,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,02/16/2021 08:23:56 PM,02/16/2021 08:23:56 PM,NORTH,UNION,U1
2030681,2022000111387,-,911,2,ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),05/04/2022 12:18:34 AM,05/04/2022 01:54:34 AM,WEST,DAVID,D1
111606,2012000227598,REPORT WRITTEN (NO ARREST),911,3,"ACC - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",--TRAFFIC - MV COLLISION INVESTIGATION,07/15/2012 05:37:26 PM,07/15/2012 05:41:11 PM,EAST,GEORGE,G2
544766,2017000453198,PROBLEM SOLVING PROJECT,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",12/08/2017 09:43:48 PM,12/08/2017 09:43:48 PM,NORTH,BOY,B1
4481033,2015000157897,PHYSICAL ARREST MADE,ONVIEW,2,WARRANT - FELONY PICKUP,--WARRANT SERVICES - FELONY,05/14/2015 08:45:00 AM,05/14/2015 08:45:00 AM,EAST,GEORGE,G1
2690067,2018000152057,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",04/30/2018 07:17:13 AM,04/30/2018 07:58:20 AM,NORTH,BOY,B2
698172,2012000423533,ORAL WARNING GIVEN,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,12/12/2012 01:27:55 AM,12/12/2012 01:27:55 AM,SOUTHWEST,WILLIAM,W2
3195966,2020000045679,PROBLEM SOLVING PROJECT,ONVIEW,7,DIRECTED PATROL ACTIVITY,--PREMISE CHECKS - CRIME PREVENTION,02/06/2020 04:06:18 AM,02/06/2020 04:06:18 AM,SOUTH,OCEAN,O1
2541117,2016000319941,ASSISTANCE RENDERED,ONVIEW,3,ASSIST PUBLIC - NO WELFARE CHK OR DV ORDER SERVICE,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),09/03/2016 07:32:34 PM,09/03/2016 07:32:34 PM,SOUTH,SAM,S1
3795067,2018000030346,ORAL WARNING GIVEN,ONVIEW,3,LIQUOR VIOLATIONS - ADULT,--INTOX & LIQ VIOLS - ADULTS (VIOLATIONS),01/25/2018 01:27:26 PM,01/25/2018 01:27:26 PM,WEST,MARY,M1
3058389,2017000073044,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),ONVIEW,3,LIQUOR VIOLATIONS - ADULT,--INTOX & LIQ VIOLS - ADULTS (VIOLATIONS),02/28/2017 04:45:14 PM,02/28/2017 04:45:14 PM,WEST,MARY,M1
3833609,2013000152324,REPORT WRITTEN (NO ARREST),911,2,"ACC - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",--TRAFFIC - MV COLLISION INVESTIGATION,05/06/2013 05:43:59 PM,05/06/2013 05:58:22 PM,WEST,QUEEN,Q2
4843710,2018000333744,REPORT WRITTEN (NO ARREST),ONVIEW,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,09/06/2018 10:29:43 PM,09/06/2018 10:29:43 PM,NORTH,BOY,B3
135472,2017000081401,REPORT WRITTEN (NO ARREST),911,2,"MVC - HIT AND RUN (NON INJURY), INCLUDES IP/JO",--TRAFFIC - MV COLLISION INVESTIGATION,03/07/2017 09:13:54 AM,01/01/1900 12:00:00 AM,WEST,DAVID,D2
3227130,2016000329350,ASSISTANCE RENDERED,911,2,DIST - DV - NO ASLT,"--DV - ARGUMENTS, DISTURBANCE (NO ARREST)",09/11/2016 02:52:16 AM,09/11/2016 04:59:30 AM,NORTH,JOHN,J2
2031415,2019000007548,PROBLEM SOLVING PROJECT,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,01/06/2019 01:55:42 PM,01/06/2019 01:55:42 PM,EAST,GEORGE,G2
4026569,2015000116720,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,DOWN - CHECK FOR PERSON DOWN,--CASUALTY NON-TRAF NON-CRIM - DRUG RELATED (OD),04/10/2015 04:14:03 AM,04/10/2015 04:22:40 AM,NORTH,BOY,B2
4101079,2015000332704,REPORT WRITTEN (NO ARREST),911,2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,09/22/2015 07:43:42 PM,09/22/2015 09:30:34 PM,WEST,KING,K3
2725362,2017000409461,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,DOWN - CHECK FOR PERSON DOWN,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,11/04/2017 09:37:55 AM,11/04/2017 09:44:44 AM,WEST,MARY,M2
3146284,2011000411852,FALSE COMPLAINT/UNFOUNDED,ALARM CALL (NOT POLICE ALARM),3,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",12/26/2011 01:55:22 AM,12/26/2011 02:00:15 AM,SOUTH,OCEAN,O2
4697771,2010000135300,ASSISTANCE RENDERED,ONVIEW,3,NUISANCE - MISCHIEF,--MISCHIEF OR NUISANCE - GENERAL,04/26/2010 05:16:34 AM,04/26/2010 05:16:34 AM,WEST,KING,K3
1642250,2013000256145,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,07/19/2013 06:50:03 AM,07/19/2013 07:19:35 AM,NORTH,LINCOLN,L2
1296019,2013000240186,REPORT WRITTEN (NO ARREST),911,3,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - ALL OTHER,07/07/2013 08:05:38 PM,07/07/2013 08:15:59 PM,SOUTH,OCEAN,O2
1096604,2016000118336,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,3,FOLLOW UP,--HOMICIDE,04/06/2016 01:48:02 PM,04/06/2016 01:48:02 PM,UNKNOWN,,DET
1320574,2019000121517,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,04/05/2019 10:43:31 PM,04/05/2019 10:43:31 PM,SOUTH,OCEAN,O1
3893949,2017000308625,PHYSICAL ARREST MADE,ONVIEW,3,PROPERTY - DAMAGE,--PROPERTY DEST (DAMG),08/20/2017 06:30:56 PM,08/20/2017 06:30:56 PM,WEST,QUEEN,Q3
1839179,2013000066325,PHYSICAL ARREST MADE,ONVIEW,2,WARRANT - FELONY PICKUP,--WARRANT SERVICES - FELONY,02/26/2013 04:07:16 PM,02/26/2013 04:07:16 PM,NORTH,UNION,U1
4638192,2016000195582,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,BURG - RES (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",06/03/2016 07:51:36 AM,06/03/2016 08:07:15 AM,EAST,EDWARD,E1
2148543,2015000157850,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT & RECOVERY,--AUTOMOBILES - AUTO THEFT,05/14/2015 07:53:05 AM,05/14/2015 08:00:22 AM,NORTH,UNION,U1
4148815,2016000135955,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,-OFF DUTY EMPLOYMENT,04/20/2016 08:19:34 AM,04/20/2016 08:19:34 AM,EAST,EDWARD,E3
1871008,2013000399675,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,11/03/2013 04:31:44 PM,11/03/2013 04:31:44 PM,SOUTHWEST,WILLIAM,W1
3448065,2014000190577,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,-OFF DUTY EMPLOYMENT,06/15/2014 07:42:17 AM,06/15/2014 07:42:17 AM,EAST,EDWARD,E3
4328847,2016000079082,REPORT WRITTEN (NO ARREST),911,2,SHOPLIFT - THEFT,--THEFT - SHOPLIFT,03/05/2016 04:47:19 PM,03/05/2016 04:58:39 PM,WEST,MARY,M3
564021,2014000367409,FOLLOW-UP REPORT MADE,"TELEPHONE OTHER, NOT 911",3,AUTO RECOVERY,--AUTOMOBILES - AUTO THEFT & RECOVERY,11/02/2014 03:04:57 PM,11/02/2014 03:18:08 PM,NORTH,LINCOLN,L1
3926737,2019000352020,REPORT WRITTEN (NO ARREST),ONVIEW,4,PROPERTY - FOUND,--PROPERTY - FOUND PROPERTY,09/20/2019 12:12:54 PM,09/20/2019 12:12:54 PM,WEST,DAVID,D2
500510,2012000207899,REPORT WRITTEN (NO ARREST),911,2,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"--ASSAULTS - HARASSMENT, THREATS",07/01/2012 12:26:48 PM,07/01/2012 03:15:52 PM,SOUTH,OCEAN,O2
4526027,2013000388575,ORAL WARNING GIVEN,ONVIEW,1,FIGHT - IP - PHYSICAL (NO WEAPONS),--DISTURBANCE - OTHER,10/26/2013 02:18:26 AM,10/26/2013 02:18:26 AM,WEST,DAVID,D1
939263,2020000069174,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,02/24/2020 11:50:10 AM,02/24/2020 11:50:10 AM,WEST,MARY,M2
2139630,2018000079784,OTHER REPORT MADE,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,03/05/2018 01:59:57 PM,03/05/2018 01:59:57 PM,SOUTH,OCEAN,O1
3895384,2015000389795,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,ORDER - VIOLATING DV COURT ORDER,--DV - ASSIST VICTIM BY COURT ORDER,11/07/2015 12:01:44 PM,11/07/2015 01:07:19 PM,NORTH,UNION,U1
4528514,2016000327637,FOLLOW-UP REPORT MADE,ONVIEW,3,FOLLOW UP,--AUTOMOBILES - RECOVERY (THEFT),09/09/2016 08:12:56 PM,09/09/2016 08:12:56 PM,SOUTH,OCEAN,O1
1944523,2016000263784,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT & RECOVERY,--AUTOMOBILES - AUTO THEFT,07/23/2016 12:46:41 PM,07/23/2016 01:47:33 PM,NORTH,UNION,U1
1180890,2014000222570,REPORT WRITTEN (NO ARREST),911,1,ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),--DV - DOMESTIC VIOLENCE (ARREST DISCRETIONARY),07/09/2014 07:25:09 AM,07/09/2014 07:29:52 AM,EAST,GEORGE,G3
511306,2011000059339,ASSISTANCE RENDERED,911,2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",--NARCOTICS - OTHER,02/19/2011 03:08:30 PM,02/19/2011 03:15:30 PM,SOUTH,SAM,S2
1314528,2016000074706,FOLLOW-UP REPORT MADE,ONVIEW,3,FOLLOW UP,FOLLOW UP,03/02/2016 09:39:08 AM,03/02/2016 09:39:08 AM,SOUTH,OCEAN,O1
837325,2014000257898,FOLLOW-UP REPORT MADE,"TELEPHONE OTHER, NOT 911",3,FOLLOW UP,--DV - DOMESTIC VIOL/ASLT (ARREST MANDATORY),08/05/2014 12:37:02 PM,01/01/1900 12:00:00 AM,EAST,GEORGE,G2
4885653,2019000100694,ASSISTANCE RENDERED,ONVIEW,7,DIRECTED PATROL ACTIVITY,--DIRECTED PATROL ACTIVITY,03/21/2019 10:01:48 AM,03/21/2019 10:01:48 AM,SOUTH,OCEAN,O3
1178006,2016000391234,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",4,"NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",--DISTURBANCE - NOISE,10/28/2016 11:59:03 PM,10/29/2016 01:34:19 AM,NORTH,UNION,U1
3406976,2011000279099,ASSISTANCE RENDERED,ONVIEW,2,ASSIST OTHER AGENCY - ROUTINE SERVICE,--ASSIST OTHER AGENCY - CITY AGENCY,08/25/2011 06:18:39 AM,08/25/2011 06:18:39 AM,NORTH,NORA,N2
3509934,2017000446917,PHYSICAL ARREST MADE,ONVIEW,2,WARRANT - FELONY PICKUP,--WARRANT SERVICES - FELONY,12/04/2017 08:46:45 AM,12/04/2017 08:46:45 AM,NORTH,NORA,N3
3586227,2015000191159,OTHER REPORT MADE,"TELEPHONE OTHER, NOT 911",2,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),--DISTURBANCE - OTHER,06/08/2015 02:15:59 PM,06/08/2015 02:20:20 PM,NORTH,NORA,N2
481358,2010000163915,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE","--ALARM-COMM (INC BANK, ATM, SCHOOLS, BSN)",05/19/2010 12:31:43 AM,05/19/2010 12:48:59 AM,WEST,QUEEN,Q1
4915953,2012000430230,OTHER REPORT MADE,ONVIEW,2,"OPEN - BUILDING, DOOR, ETC.","--SUSPICIOUS CIRCUM. - BUILDING (OPEN DOOR, ETC)",12/17/2012 03:01:35 PM,12/17/2012 03:01:35 PM,EAST,GEORGE,G1
2187900,2019000463565,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - REQUEST TO WATCH,12/15/2019 01:16:16 PM,12/15/2019 01:16:16 PM,UNKNOWN,,HS
727749,2016000254554,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE,07/16/2016 02:17:07 AM,07/16/2016 03:49:01 AM,EAST,CHARLIE,C2
1993845,2018000435629,ASSISTANCE RENDERED,911,1,SUICIDE - IP/JO SUICIDAL PERSON AND ATTEMPTS,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,11/20/2018 11:15:04 PM,11/20/2018 11:25:21 PM,EAST,EDWARD,E3
374054,2010000264000,ASSISTANCE RENDERED,911,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,07/30/2010 11:55:22 PM,07/31/2010 12:14:34 AM,NORTH,JOHN,J3
348322,2012000385830,ASSISTANCE RENDERED,911,2,JUVENILE - RUNAWAY,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),11/10/2012 05:48:33 AM,11/10/2012 05:52:03 AM,SOUTHWEST,FRANK,F1
4232652,2013000328447,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT & RECOVERY,--AUTOMOBILES - AUTO THEFT,09/09/2013 07:49:25 PM,01/01/1900 12:00:00 AM,WEST,DAVID,D3
3857170,2009000306161,ASSISTANCE RENDERED,ONVIEW,9,-OUT TO PRECINCT/STATION,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,08/29/2009 11:26:45 PM,08/29/2009 11:26:45 PM,NORTH,NORA,N3
4137399,2019000215559,ASSISTANCE RENDERED,ONVIEW,2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",--NARCOTICS - OTHER,06/13/2019 01:54:05 PM,06/13/2019 01:54:05 PM,WEST,MARY,M2
3745484,2020000114720,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,PEACE-STANDBY TO ASSURE (NO COURT ORDR SVC),--ASSIST PUBLIC - OTHER (NON-SPECIFIED),04/05/2020 02:13:04 PM,04/05/2020 03:23:58 PM,SOUTHWEST,WILLIAM,W2
3429641,2014000184255,OTHER REPORT MADE,ONVIEW,3,PARKS VIOLATIONS/CITES (INCLUDES EXCLUSIONS),--MISC MISD AND VIOLS - PARKS EXCLUSION,06/10/2014 11:36:38 AM,06/10/2014 11:36:38 AM,WEST,KING,K2
2773141,2009000236564,ASSISTANCE RENDERED,ONVIEW,9,-ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),--ASSIST PUBLIC - OTHER (NON-SPECIFIED),07/07/2009 10:12:52 PM,07/07/2009 10:12:52 PM,NORTH,UNION,U2
2197005,2015000111848,ASSISTANCE RENDERED,ONVIEW,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,04/06/2015 07:36:49 AM,04/06/2015 07:36:49 AM,SOUTH,ROBERT,R1
2442994,2012000358236,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--DIRECTED PATROL ACTIVITY,10/19/2012 07:10:39 AM,10/19/2012 07:10:39 AM,NORTH,UNION,U1
936187,2016000353360,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",6,SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),--THEFT - CAR PROWL,09/29/2016 11:19:12 AM,09/29/2016 05:41:59 PM,WEST,QUEEN,Q1
2887939,2012000428623,ASSISTANCE RENDERED,ONVIEW,9,-GAS/MAINTENANCE/WASH/GARAGE,-GAS/MAINTENANCE/WASH/GARAGE,12/16/2012 02:45:03 AM,12/16/2012 02:45:03 AM,NORTH,NORA,N2
4141246,2010000152239,ASSISTANCE RENDERED,ONVIEW,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/10/2010 12:46:54 AM,05/10/2010 12:46:54 AM,NORTH,LINCOLN,L2
4438935,2015000054078,REPORT WRITTEN (NO ARREST),911,1,ROBBERY - IP/JO (INCLUDES STRONG ARM),--THEFT - SHOPLIFT,02/16/2015 03:16:00 PM,02/16/2015 03:18:37 PM,NORTH,UNION,U2
907931,2009000219965,ASSISTANCE RENDERED,911,2,"ACC - NON INJURY, BLOCKING",--TRAFFIC - ASSIST MOTORIST,06/25/2009 05:46:24 PM,06/25/2009 05:49:23 PM,WEST,QUEEN,Q1
514296,2019000183494,PHYSICAL ARREST MADE,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--WARRANT SERVICES - FELONY,05/22/2019 02:02:24 AM,05/22/2019 02:02:24 AM,WEST,MARY,M1
3657577,2020000145417,ASSISTANCE RENDERED,911,2,TRESPASS,--PROWLER - TRESPASS,05/02/2020 11:27:33 AM,05/02/2020 11:47:37 AM,SOUTH,OCEAN,O3
2417663,2009000226381,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),06/30/2009 05:56:32 PM,01/01/1900 12:00:00 AM,SOUTHWEST,WILLIAM,W2
4890679,2013000396054,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,SUICIDE - IP/JO SUICIDAL PERSON AND ATTEMPTS,--CRISIS COMPLAINT - GENERAL,11/01/2013 02:16:17 AM,11/01/2013 02:18:21 AM,NORTH,NORA,N3
4055904,2018000164698,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/09/2018 08:02:27 AM,05/09/2018 08:43:14 AM,WEST,DAVID,D2
4072055,2020000120568,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - RESIDENTIAL BURGLARY,--BURGLARY - UNOCC STRUC ON RESN PROP,04/10/2020 12:11:06 PM,04/10/2020 12:14:11 PM,WEST,DAVID,D3
3622298,2011000096810,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",1,ACC - WITH INJURIES (INCLUDES HIT AND RUN),--TRAFFIC - MV COLLISION INVESTIGATION,03/25/2011 05:47:44 PM,03/25/2011 05:52:29 PM,SOUTH,SAM,S2
1111639,2010000017240,ASSISTANCE RENDERED,ONVIEW,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,01/15/2010 11:35:26 PM,01/15/2010 11:35:26 PM,NORTH,NORA,N1
3374419,2020000009988,REPORT WRITTEN (NO ARREST),911,2,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),--THEFT - CAR PROWL,01/09/2020 01:54:33 AM,01/09/2020 02:22:07 AM,WEST,KING,K3
2581564,2021000017929,REPORT WRITTEN (NO ARREST),ONVIEW,2,BURN - RECKLESS BURNING,--CRISIS COMPLAINT - GENERAL,01/22/2021 04:55:08 AM,01/22/2021 04:55:08 AM,WEST,MARY,M3
2190177,2012000021994,OTHER REPORT MADE,"TELEPHONE OTHER, NOT 911",2,TRESPASS,--PROWLER - GENERAL,01/24/2012 12:57:06 AM,01/24/2012 01:00:09 AM,WEST,DAVID,D1
4275646,2013000196006,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,DEMONSTRATIONS,--HAZARDS - HAZARDS,06/07/2013 03:54:15 PM,06/07/2013 07:21:06 PM,WEST,KING,K1
3195643,2014000352117,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,-OFF DUTY EMPLOYMENT,10/21/2014 06:50:18 AM,10/21/2014 06:50:18 AM,WEST,QUEEN,Q2
2617627,2017000093433,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,PROPERTY - DAMAGE,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/16/2017 02:05:23 PM,03/16/2017 02:15:02 PM,WEST,MARY,M2
3086260,2015000435242,ASSISTANCE RENDERED,911,2,HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),--HAZARDS - HAZARDS,12/16/2015 11:48:24 AM,12/16/2015 12:01:04 PM,NORTH,UNION,U1
571755,2017000057244,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,3,"ANIMAL - INJURED, DEAD HAZARD, OTHER","--ANIMAL COMPLAINT - INJURED,DEAD,DANGEROUS",02/16/2017 12:23:53 AM,02/16/2017 01:18:23 AM,SOUTHWEST,WILLIAM,W2
3982715,2011000009775,ASSISTANCE RENDERED,ONVIEW,2,ASSIST OTHER AGENCY - ROUTINE SERVICE,--PREMISE CHECKS - CRIME PREVENTION,01/08/2011 10:47:26 PM,01/08/2011 10:47:26 PM,SOUTH,OCEAN,O1
1382830,2014000309754,PROBLEM SOLVING PROJECT,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,09/16/2014 03:35:59 AM,09/16/2014 03:35:59 AM,SOUTH,SAM,S2
499473,2021000017273,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",5,TRU - SUSPICIOUS CIRCUMSTANCES,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,01/21/2021 11:58:48 AM,01/21/2021 04:22:27 PM,EAST,CHARLIE,C3
193472,2010000334099,ASSISTANCE RENDERED,911,1,SFD - ASSIST ON FIRE OR MEDIC RESPONSE,--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,09/24/2010 06:02:06 AM,09/24/2010 06:08:54 AM,SOUTHWEST,WILLIAM,W1
2814563,2018000222143,ORAL WARNING GIVEN,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - ASSIST MOTORIST,06/18/2018 06:05:01 PM,06/18/2018 06:05:01 PM,WEST,MARY,M2
218233,2019000440668,REPORT WRITTEN (NO ARREST),911,2,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"--ASSAULTS - HARASSMENT, THREATS",11/27/2019 07:28:45 AM,11/27/2019 07:51:20 AM,WEST,MARY,M1
2312599,2016000132038,PROBLEM SOLVING PROJECT,ONVIEW,7,DIRECTED PATROL ACTIVITY,DIRECTED PATROL ACTIVITY,04/17/2016 01:02:34 AM,04/17/2016 01:02:34 AM,EAST,CHARLIE,C2
4442520,2020000052329,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,RAPE,--RAPE - UNKNOWN SUSPECT (STRANGER),02/11/2020 05:39:46 AM,02/11/2020 11:37:10 AM,WEST,KING,K2
